82329486ef7755227f7ced89a151e0c6_84e5f2ea-b09c-4760-bc21-dcf278e41110,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.0,-1,9223372036854775807,25.2646148
82329486ef7755227f7ced89a151e0c6_173668b6-3628-4d2e-9b12-f485c1f739f9,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.0,45,9223372036854775807,25.854210499999997
82329486ef7755227f7ced89a151e0c6_e44a8455-1d1b-4a60-afef-ff3954d28d64,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.0,90,9223372036854775807,25.8205506
82329486ef7755227f7ced89a151e0c6_ac4e827d-406b-42c1-a822-10ba9ecbba9e,insts/CIRC/circ10.txt,10,3,True,data/circ10_sl3_cvrp.pkl.bz2,1000,True,True,0.0,-1,256,101.96300550000001
82329486ef7755227f7ced89a151e0c6_b991c24e-d080-4eb2-8eec-e528784d85b2,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.1,-1,9223372036854775807,32.5085719
6811938931c3144dc65d6eee9e370e7c_007aab9f-a916-4d18-969f-d8375af561cf,insts/CIRC/circ12.txt,12,2,True,data/circ12_sl2_cvrp.pkl.bz2,1000,True,True,0.0,-1,9223372036854775807,121.22356860000001
82329486ef7755227f7ced89a151e0c6_20ba6fdb-451f-40ed-8d2b-70746581807c,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.1,45,9223372036854775807,31.6259853
82329486ef7755227f7ced89a151e0c6_294d1a0a-3ded-4afe-a0c0-9a44a1cec529,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.1,90,9223372036854775807,31.9973622
82329486ef7755227f7ced89a151e0c6_9cfcfbb8-bba1-4413-aa84-5255a7a8e208,insts/CIRC/circ10.txt,10,3,True,data/circ10_sl3_cvrp.pkl.bz2,1000,True,True,0.0,45,262,95.6610316
82329486ef7755227f7ced89a151e0c6_c8ee18b5-5f80-463c-a6e3-200657630d5f,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.01,-1,9223372036854775807,31.128193699999997
6811938931c3144dc65d6eee9e370e7c_36b11ef8-473f-481a-b837-5e5c70e82e4c,insts/CIRC/circ12.txt,12,2,True,data/circ12_sl2_cvrp.pkl.bz2,1000,True,True,0.0,66,9223372036854775807,115.63766290000001
82329486ef7755227f7ced89a151e0c6_af814cb6-38b0-4515-88e2-d00b00d13af2,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.01,45,9223372036854775807,32.2957727
82329486ef7755227f7ced89a151e0c6_652f33d7-7fa4-4af3-a0f0-00ac12445a32,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.01,90,9223372036854775807,32.207105
82329486ef7755227f7ced89a151e0c6_acb6d825-11d3-488b-bd44-84e179c2db09,insts/CIRC/circ10.txt,10,3,True,data/circ10_sl3_cvrp.pkl.bz2,1000,True,True,0.0,90,258,97.581869
82329486ef7755227f7ced89a151e0c6_ebddffd8-85cb-4c3e-a374-cf913d723f70,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.001,-1,9223372036854775807,32.0547278
82329486ef7755227f7ced89a151e0c6_ec2682f4-fb3a-4e94-aaa8-a5c4711aea9d,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.001,45,9223372036854775807,32.2422274
6811938931c3144dc65d6eee9e370e7c_7307a264-8e34-43ef-9247-b5a124429cfb,insts/CIRC/circ12.txt,12,2,True,data/circ12_sl2_cvrp.pkl.bz2,1000,True,True,0.0,132,9223372036854775807,118.5174053
82329486ef7755227f7ced89a151e0c6_dabb9f1c-e13d-4db6-9106-8b704729266a,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,1000,True,True,0.001,90,9223372036854775807,31.8478462
82329486ef7755227f7ced89a151e0c6_5c95580c-97a8-4d7d-8481-9043646989da,insts/CIRC/circ10.txt,10,3,True,data/circ10_sl3_cvrp.pkl.bz2,1000,True,True,0.1,-1,306,115.793207
82329486ef7755227f7ced89a151e0c6_1f928c2a-44fc-42eb-97a4-64b829c41ba1,insts/CIRC/circ10.txt,10,3,True,data/circ10_sl3_cvrp.pkl.bz2,1000,True,True,0.1,45,280,111.2528569
6811938931c3144dc65d6eee9e370e7c_dcff9106-d1d0-4c4d-94e4-adc647b34a73,insts/CIRC/circ12.txt,12,2,True,data/circ12_sl2_cvrp.pkl.bz2,1000,True,True,0.1,-1,632,187.1572208
82329486ef7755227f7ced89a151e0c6_4bb2f0d4-6414-4403-b071-616395001060,insts/CIRC/circ10.txt,10,1,True,data/circ10_sl1_cvrp.pkl.bz2,10000,True,True,0.0,-1,9223372036854775807,238.61090900000002
82329486ef7755227f7ced89a151e0c6_a3171667-693e-4b9b-8cf2-1a09c9fe7a75,insts/CIRC/circ10.txt,10,3,True,data/circ10_sl3_cvrp.pkl.bz2,1000,True,True,0.1,90,306,114.83457680000001
