8d5da888e8fab653616b7df9a437d11a_1cd5e9c9-953f-4c92-9bbb-a3a33d28cf00,insts/NL/nl4.txt,3,data/nl4_sl3_cvrp.pkl.bz2,CVRP,107904,8044,0.004564600000000002
8d5da888e8fab653616b7df9a437d11a_1f3569d5-28ae-4517-afe3-cd748f3b5afa,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.009689600000000076
8d5da888e8fab653616b7df9a437d11a_dd2a7877-0605-4c48-b281-ba33cc7deb1e,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.0023480000000000167
8d5da888e8fab653616b7df9a437d11a_19b64ab6-3293-4476-8b7f-501b79899169,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.002319700000000008
8d5da888e8fab653616b7df9a437d11a_9d40c3a7-eb3f-4ea5-ab8a-0d0e50ae3bca,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.0022275999999999962
8d5da888e8fab653616b7df9a437d11a_398cde76-86ca-4c64-9e2d-0e6103a2a846,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.002306500000000017
8d5da888e8fab653616b7df9a437d11a_9524877b-8cc0-431e-bd4b-b037ace674a6,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.0023112000000000132
8d5da888e8fab653616b7df9a437d11a_35506ad1-3e31-4c39-b421-c215d665efcc,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.0022637000000000074
8d5da888e8fab653616b7df9a437d11a_dfdaaa6b-2986-4ffd-817e-2a5e1c9ede66,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.0023543000000000036
8d5da888e8fab653616b7df9a437d11a_d3374073-10f5-44ba-9f11-b37fe8227e98,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.002411699999999989
8d5da888e8fab653616b7df9a437d11a_83d62416-63c0-4370-9f04-ee5f9284abe2,insts/NL/nl4.txt,1,data/nl4_sl1_cvrp.pkl.bz2,CVRP,50176,12544,0.0022924
8d5da888e8fab653616b7df9a437d11a_1f6fadcb-b7b7-4d4b-b179-5eb095524610,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.0031941999999999804
8d5da888e8fab653616b7df9a437d11a_ec697087-7212-43fe-930b-98e433c9cd43,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.0036096999999999935
8d5da888e8fab653616b7df9a437d11a_dee020bd-b23b-43b3-8911-0f7eba9f8681,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.0029779000000000055
8d5da888e8fab653616b7df9a437d11a_b549c3d9-8a94-4a47-8da0-7aaef28a3145,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.003098400000000001
8d5da888e8fab653616b7df9a437d11a_186a43df-9d1b-4ae6-973f-a8b1bff9b9d6,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.0030808999999999975
8d5da888e8fab653616b7df9a437d11a_02363501-3910-42ef-8228-f7e50699639c,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.002992500000000009
8d5da888e8fab653616b7df9a437d11a_463d54c0-631b-4d3c-9684-5bb4b8f677a4,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.0032319000000000098
8d5da888e8fab653616b7df9a437d11a_b9d7c392-1aaf-4cfe-8457-dec782a249ae,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.003062200000000015
8d5da888e8fab653616b7df9a437d11a_b9786613-9e1b-4731-8b0a-e3dac0045048,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.002968399999999982
8d5da888e8fab653616b7df9a437d11a_4853ee4f-89cb-40ac-9e66-6041a04efc7a,insts/NL/nl4.txt,1,data/nl4_sl1_cvrph.pkl.bz2,CVRPH,50080,12544,0.0029954999999999843
8d5da888e8fab653616b7df9a437d11a_48efcbf7-a9ea-4db7-910d-8ea12646b524,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.0032588999999999813
8d5da888e8fab653616b7df9a437d11a_cd412c80-e2f0-4a38-be3c-bfef9fabcded,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.0033070999999999795
8d5da888e8fab653616b7df9a437d11a_8a04068f-b1eb-41e6-b184-c6733c6cbb33,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.003056399999999987
8d5da888e8fab653616b7df9a437d11a_e10015e4-2c6d-49fe-a6b2-40e6d29dfcda,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.0033667000000000002
8d5da888e8fab653616b7df9a437d11a_ab1e4a68-495d-440c-8bfc-7db3d508bc4e,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.003018099999999996
8d5da888e8fab653616b7df9a437d11a_74987f84-bdf4-4e7e-b4f5-467cc844c46b,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.0031364999999999865
8d5da888e8fab653616b7df9a437d11a_337e8025-8559-400c-b6cb-550aed3b9a52,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.003272900000000023
8d5da888e8fab653616b7df9a437d11a_74233b5e-4418-47e0-b503-d04d5fedef55,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.0029788000000000037
8d5da888e8fab653616b7df9a437d11a_c05ac788-ce90-4753-b1ea-157338bf28ff,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.003152000000000016
8d5da888e8fab653616b7df9a437d11a_54530615-c356-497c-b0dc-25c7f7a76230,insts/NL/nl4.txt,2,data/nl4_sl2_cvrp.pkl.bz2,CVRP,91324,10280,0.0030061999999999867
8d5da888e8fab653616b7df9a437d11a_463de6b5-5dc6-44fc-8b60-07cd5ba523ad,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.0051027000000000156
8d5da888e8fab653616b7df9a437d11a_f121ab13-fbf2-4942-b1fa-783f18c9f853,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.005268299999999976
8d5da888e8fab653616b7df9a437d11a_1df376e6-6b0e-4c4e-a5cd-d8d6423306b8,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.005131500000000011
8d5da888e8fab653616b7df9a437d11a_71e29536-f620-4368-8e64-33b1a1461d94,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.005484500000000003
8d5da888e8fab653616b7df9a437d11a_b3a2781d-c131-402d-bc2c-8637bd6d9409,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.0052228
8d5da888e8fab653616b7df9a437d11a_a2c32d1c-6310-413d-8cd5-a049fb1c1221,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.005110000000000003
8d5da888e8fab653616b7df9a437d11a_3c93b775-a3fe-4e5e-999b-443c29563000,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.005043799999999987
8d5da888e8fab653616b7df9a437d11a_b4493072-4cdb-44e9-9080-e1e6017b5b93,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.00501790000000002
8d5da888e8fab653616b7df9a437d11a_edc68eb1-08e1-4f94-8832-13abe3df5574,insts/NL/nl4.txt,2,data/nl4_sl2_cvrph.pkl.bz2,CVRPH,128768,10280,0.005138200000000009
