8a74654456e7ab5396f7d75db967f0c5_93181c54-477c-4ed2-8ee3-c8a9f0aa2ea9,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.0,-1,9223372036854775807,0.0420334
8a74654456e7ab5396f7d75db967f0c5_f09a7145-69e6-4a90-aa97-682219ad2036,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.0,45,9223372036854775807,0.03489890000000001
8a74654456e7ab5396f7d75db967f0c5_a94b19fa-1191-4649-8567-7047b42ca216,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.0,90,9223372036854775807,0.05059830000000001
8a74654456e7ab5396f7d75db967f0c5_7e654f61-5439-412d-95ab-acd1231c3759,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.1,-1,9223372036854775807,0.0466723
8a74654456e7ab5396f7d75db967f0c5_d7a266f4-61e9-43f3-b159-ab10eba22905,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.1,45,9223372036854775807,0.0451231
8a74654456e7ab5396f7d75db967f0c5_f2f28e53-58f3-4cf6-8dac-ed5d7b0aea67,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.1,90,9223372036854775807,0.037867999999999985
8a74654456e7ab5396f7d75db967f0c5_7234b0c8-087e-4e77-9e1e-3b03a5052d86,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.01,-1,9223372036854775807,0.047835199999999994
8a74654456e7ab5396f7d75db967f0c5_482a75c8-8076-4b47-9bc4-0a684b93fe53,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.01,45,9223372036854775807,0.044361700000000004
8a74654456e7ab5396f7d75db967f0c5_3a3b9c13-5491-4e7b-b5b6-798d411a7e3c,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.01,90,9223372036854775807,0.043013300000000004
8a74654456e7ab5396f7d75db967f0c5_270cf654-036f-4fe5-a06b-c432add1b27e,0,insts/NL/nl10.txt,10,1,True,data/nl10_sl1_cvrp.pkl.bz2,1,True,True,0.001,-1,9223372036854775807,0.057854300000000025
